run_id,seed,batch_size,repetition,stage,duration_ns,record_count,late_count,provenance
python-20260723T020649Z,621553246858843935,16,47,proof_verify,11818,16,1,measured
python-20260723T020649Z,621553246858843935,16,47,merkle_build,15002,16,1,measured
python-20260723T020649Z,621553246858843935,16,47,sign_batch,615085,16,1,measured
python-20260723T020649Z,621553246858843935,16,47,verify_batch,1786308,16,1,measured
python-20260723T020649Z,621553246858843935,16,47,signature_admission_batch,1857064,16,1,measured
python-20260723T020649Z,621553246858843935,16,47,late_rebuild,44367,16,1,measured
python-20260723T020649Z,621553246858843935,16,48,sign_batch,581946,16,1,measured
python-20260723T020649Z,621553246858843935,16,48,verify_batch,1734151,16,1,measured
python-20260723T020649Z,621553246858843935,16,48,proof_verify,11217,16,1,measured
python-20260723T020649Z,621553246858843935,16,48,late_rebuild,36804,16,1,measured
python-20260723T020649Z,621553246858843935,16,48,signature_admission_batch,1848371,16,1,measured
python-20260723T020649Z,621553246858843935,16,48,merkle_build,15313,16,1,measured
python-20260723T020649Z,621553246858843935,16,49,sign_batch,668875,16,1,measured
python-20260723T020649Z,621553246858843935,16,49,merkle_build,19689,16,1,measured
python-20260723T020649Z,621553246858843935,16,49,late_rebuild,36144,16,1,measured
python-20260723T020649Z,621553246858843935,16,49,proof_verify,10446,16,1,measured
python-20260723T020649Z,621553246858843935,16,49,verify_batch,1755874,16,1,measured
python-20260723T020649Z,621553246858843935,16,49,signature_admission_batch,1853239,16,1,measured
python-20260723T020649Z,621553246858843935,16,50,signature_admission_batch,1816704,16,1,measured
python-20260723T020649Z,621553246858843935,16,50,verify_batch,1767661,16,1,measured
python-20260723T020649Z,621553246858843935,16,50,sign_batch,582747,16,1,measured
python-20260723T020649Z,621553246858843935,16,50,proof_verify,12058,16,1,measured
python-20260723T020649Z,621553246858843935,16,50,merkle_build,15703,16,1,measured
python-20260723T020649Z,621553246858843935,16,50,late_rebuild,35423,16,1,measured
python-20260723T020649Z,621553246858843935,16,51,late_rebuild,33069,16,1,measured
python-20260723T020649Z,621553246858843935,16,51,signature_admission_batch,1825758,16,1,measured
python-20260723T020649Z,621553246858843935,16,51,sign_batch,580574,16,1,measured
python-20260723T020649Z,621553246858843935,16,51,verify_batch,1743254,16,1,measured
python-20260723T020649Z,621553246858843935,16,51,merkle_build,17215,16,1,measured
python-20260723T020649Z,621553246858843935,16,51,proof_verify,16775,16,1,measured
python-20260723T020649Z,621553246858843935,16,52,late_rebuild,36124,16,1,measured
python-20260723T020649Z,621553246858843935,16,52,sign_batch,583528,16,1,measured
python-20260723T020649Z,621553246858843935,16,52,proof_verify,8843,16,1,measured
python-20260723T020649Z,621553246858843935,16,52,merkle_build,15272,16,1,measured
python-20260723T020649Z,621553246858843935,16,52,verify_batch,1732940,16,1,measured
python-20260723T020649Z,621553246858843935,16,52,signature_admission_batch,1834420,16,1,measured
python-20260723T020649Z,621553246858843935,16,53,proof_verify,8242,16,1,measured
python-20260723T020649Z,621553246858843935,16,53,verify_batch,1888641,16,1,measured
python-20260723T020649Z,621553246858843935,16,53,merkle_build,21612,16,1,measured
python-20260723T020649Z,621553246858843935,16,53,sign_batch,647474,16,1,measured
python-20260723T020649Z,621553246858843935,16,53,late_rebuild,132828,16,1,measured
python-20260723T020649Z,621553246858843935,16,53,signature_admission_batch,1969051,16,1,measured
python-20260723T020649Z,621553246858843935,16,54,merkle_build,17055,16,1,measured
python-20260723T020649Z,621553246858843935,16,54,proof_verify,12298,16,1,measured
python-20260723T020649Z,621553246858843935,16,54,verify_batch,1784957,16,1,measured
python-20260723T020649Z,621553246858843935,16,54,sign_batch,610648,16,1,measured
python-20260723T020649Z,621553246858843935,16,54,signature_admission_batch,2332422,16,1,measured
python-20260723T020649Z,621553246858843935,16,54,late_rebuild,65587,16,1,measured
python-20260723T020649Z,621553246858843935,16,55,merkle_build,15853,16,1,measured
python-20260723T020649Z,621553246858843935,16,55,sign_batch,709026,16,1,measured
python-20260723T020649Z,621553246858843935,16,55,verify_batch,2166074,16,1,measured
python-20260723T020649Z,621553246858843935,16,55,late_rebuild,48943,16,1,measured
python-20260723T020649Z,621553246858843935,16,55,signature_admission_batch,2100447,16,1,measured
python-20260723T020649Z,621553246858843935,16,55,proof_verify,18738,16,1,measured
python-20260723T020649Z,621553246858843935,16,56,proof_verify,8292,16,1,measured
python-20260723T020649Z,621553246858843935,16,56,merkle_build,51667,16,1,measured
python-20260723T020649Z,621553246858843935,16,56,sign_batch,713382,16,1,measured
python-20260723T020649Z,621553246858843935,16,56,late_rebuild,64977,16,1,measured
python-20260723T020649Z,621553246858843935,16,56,verify_batch,2054968,16,1,measured
python-20260723T020649Z,621553246858843935,16,56,signature_admission_batch,1924724,16,1,measured
python-20260723T020649Z,621553246858843935,16,57,verify_batch,2159104,16,1,measured
python-20260723T020649Z,621553246858843935,16,57,merkle_build,33710,16,1,measured
python-20260723T020649Z,621553246858843935,16,57,proof_verify,23415,16,1,measured
python-20260723T020649Z,621553246858843935,16,57,sign_batch,622336,16,1,measured
python-20260723T020649Z,621553246858843935,16,57,signature_admission_batch,1880389,16,1,measured
python-20260723T020649Z,621553246858843935,16,57,late_rebuild,44967,16,1,measured
python-20260723T020649Z,621553246858843935,16,58,verify_batch,1773520,16,1,measured
python-20260723T020649Z,621553246858843935,16,58,sign_batch,683878,16,1,measured
python-20260723T020649Z,621553246858843935,16,58,proof_verify,19168,16,1,measured
python-20260723T020649Z,621553246858843935,16,58,late_rebuild,48072,16,1,measured
