run_id,seed,repetition,component,case,expected_result,observed_result,matches_rule,provenance
components-20260723T020700Z,20260722,0,Signature,valid_signature,accepted,accepted,True,measured
components-20260723T020700Z,20260722,0,Signature,forged_signature,rejected,rejected,True,measured
components-20260723T020700Z,20260722,0,Signature,modified_signed_payload,rejected,rejected,True,measured
components-20260723T020700Z,20260722,0,AcceptOnce,first_admission,accepted,accepted,True,measured
components-20260723T020700Z,20260722,0,AcceptOnce,idempotent_retransmission,accepted,accepted,True,measured
components-20260723T020700Z,20260722,0,AcceptOnce,counter_conflict,rejected,rejected,True,measured
components-20260723T020700Z,20260722,0,Merkle proof,valid_merkle_proof,accepted,accepted,True,measured
components-20260723T020700Z,20260722,0,Merkle proof,modified_merkle_proof,rejected,rejected,True,measured
components-20260723T020700Z,20260722,0,Latest CAS,valid_cas,accepted,accepted,True,measured
components-20260723T020700Z,20260722,0,Latest CAS,stale_latest_pointer,rejected,rejected,True,measured
components-20260723T020700Z,20260722,0,Latest CAS,skipped_version,rejected,rejected,True,measured
components-20260723T020700Z,20260723,1,Signature,valid_signature,accepted,accepted,True,measured
components-20260723T020700Z,20260723,1,Signature,forged_signature,rejected,rejected,True,measured
components-20260723T020700Z,20260723,1,Signature,modified_signed_payload,rejected,rejected,True,measured
components-20260723T020700Z,20260723,1,AcceptOnce,first_admission,accepted,accepted,True,measured
components-20260723T020700Z,20260723,1,AcceptOnce,idempotent_retransmission,accepted,accepted,True,measured
components-20260723T020700Z,20260723,1,AcceptOnce,counter_conflict,rejected,rejected,True,measured
components-20260723T020700Z,20260723,1,Merkle proof,valid_merkle_proof,accepted,accepted,True,measured
components-20260723T020700Z,20260723,1,Merkle proof,modified_merkle_proof,rejected,rejected,True,measured
components-20260723T020700Z,20260723,1,Latest CAS,valid_cas,accepted,accepted,True,measured
components-20260723T020700Z,20260723,1,Latest CAS,stale_latest_pointer,rejected,rejected,True,measured
components-20260723T020700Z,20260723,1,Latest CAS,skipped_version,rejected,rejected,True,measured
components-20260723T020700Z,20260724,2,Signature,valid_signature,accepted,accepted,True,measured
components-20260723T020700Z,20260724,2,Signature,forged_signature,rejected,rejected,True,measured
components-20260723T020700Z,20260724,2,Signature,modified_signed_payload,rejected,rejected,True,measured
components-20260723T020700Z,20260724,2,AcceptOnce,first_admission,accepted,accepted,True,measured
components-20260723T020700Z,20260724,2,AcceptOnce,idempotent_retransmission,accepted,accepted,True,measured
components-20260723T020700Z,20260724,2,AcceptOnce,counter_conflict,rejected,rejected,True,measured
components-20260723T020700Z,20260724,2,Merkle proof,valid_merkle_proof,accepted,accepted,True,measured
components-20260723T020700Z,20260724,2,Merkle proof,modified_merkle_proof,rejected,rejected,True,measured
components-20260723T020700Z,20260724,2,Latest CAS,valid_cas,accepted,accepted,True,measured
components-20260723T020700Z,20260724,2,Latest CAS,stale_latest_pointer,rejected,rejected,True,measured
components-20260723T020700Z,20260724,2,Latest CAS,skipped_version,rejected,rejected,True,measured
components-20260723T020700Z,20260725,3,Signature,valid_signature,accepted,accepted,True,measured
components-20260723T020700Z,20260725,3,Signature,forged_signature,rejected,rejected,True,measured
components-20260723T020700Z,20260725,3,Signature,modified_signed_payload,rejected,rejected,True,measured
components-20260723T020700Z,20260725,3,AcceptOnce,first_admission,accepted,accepted,True,measured
components-20260723T020700Z,20260725,3,AcceptOnce,idempotent_retransmission,accepted,accepted,True,measured
components-20260723T020700Z,20260725,3,AcceptOnce,counter_conflict,rejected,rejected,True,measured
components-20260723T020700Z,20260725,3,Merkle proof,valid_merkle_proof,accepted,accepted,True,measured
components-20260723T020700Z,20260725,3,Merkle proof,modified_merkle_proof,rejected,rejected,True,measured
components-20260723T020700Z,20260725,3,Latest CAS,valid_cas,accepted,accepted,True,measured
components-20260723T020700Z,20260725,3,Latest CAS,stale_latest_pointer,rejected,rejected,True,measured
components-20260723T020700Z,20260725,3,Latest CAS,skipped_version,rejected,rejected,True,measured
components-20260723T020700Z,20260726,4,Signature,valid_signature,accepted,accepted,True,measured
components-20260723T020700Z,20260726,4,Signature,forged_signature,rejected,rejected,True,measured
components-20260723T020700Z,20260726,4,Signature,modified_signed_payload,rejected,rejected,True,measured
components-20260723T020700Z,20260726,4,AcceptOnce,first_admission,accepted,accepted,True,measured
components-20260723T020700Z,20260726,4,AcceptOnce,idempotent_retransmission,accepted,accepted,True,measured
components-20260723T020700Z,20260726,4,AcceptOnce,counter_conflict,rejected,rejected,True,measured
components-20260723T020700Z,20260726,4,Merkle proof,valid_merkle_proof,accepted,accepted,True,measured
components-20260723T020700Z,20260726,4,Merkle proof,modified_merkle_proof,rejected,rejected,True,measured
components-20260723T020700Z,20260726,4,Latest CAS,valid_cas,accepted,accepted,True,measured
components-20260723T020700Z,20260726,4,Latest CAS,stale_latest_pointer,rejected,rejected,True,measured
components-20260723T020700Z,20260726,4,Latest CAS,skipped_version,rejected,rejected,True,measured
components-20260723T020700Z,20260727,5,Signature,valid_signature,accepted,accepted,True,measured
components-20260723T020700Z,20260727,5,Signature,forged_signature,rejected,rejected,True,measured
components-20260723T020700Z,20260727,5,Signature,modified_signed_payload,rejected,rejected,True,measured
components-20260723T020700Z,20260727,5,AcceptOnce,first_admission,accepted,accepted,True,measured
components-20260723T020700Z,20260727,5,AcceptOnce,idempotent_retransmission,accepted,accepted,True,measured
components-20260723T020700Z,20260727,5,AcceptOnce,counter_conflict,rejected,rejected,True,measured
components-20260723T020700Z,20260727,5,Merkle proof,valid_merkle_proof,accepted,accepted,True,measured
components-20260723T020700Z,20260727,5,Merkle proof,modified_merkle_proof,rejected,rejected,True,measured
components-20260723T020700Z,20260727,5,Latest CAS,valid_cas,accepted,accepted,True,measured
components-20260723T020700Z,20260727,5,Latest CAS,stale_latest_pointer,rejected,rejected,True,measured
components-20260723T020700Z,20260727,5,Latest CAS,skipped_version,rejected,rejected,True,measured
components-20260723T020700Z,20260728,6,Signature,valid_signature,accepted,accepted,True,measured
components-20260723T020700Z,20260728,6,Signature,forged_signature,rejected,rejected,True,measured
components-20260723T020700Z,20260728,6,Signature,modified_signed_payload,rejected,rejected,True,measured
components-20260723T020700Z,20260728,6,AcceptOnce,first_admission,accepted,accepted,True,measured
components-20260723T020700Z,20260728,6,AcceptOnce,idempotent_retransmission,accepted,accepted,True,measured
components-20260723T020700Z,20260728,6,AcceptOnce,counter_conflict,rejected,rejected,True,measured
components-20260723T020700Z,20260728,6,Merkle proof,valid_merkle_proof,accepted,accepted,True,measured
components-20260723T020700Z,20260728,6,Merkle proof,modified_merkle_proof,rejected,rejected,True,measured
components-20260723T020700Z,20260728,6,Latest CAS,valid_cas,accepted,accepted,True,measured
components-20260723T020700Z,20260728,6,Latest CAS,stale_latest_pointer,rejected,rejected,True,measured
components-20260723T020700Z,20260728,6,Latest CAS,skipped_version,rejected,rejected,True,measured
components-20260723T020700Z,20260729,7,Signature,valid_signature,accepted,accepted,True,measured
components-20260723T020700Z,20260729,7,Signature,forged_signature,rejected,rejected,True,measured
components-20260723T020700Z,20260729,7,Signature,modified_signed_payload,rejected,rejected,True,measured
components-20260723T020700Z,20260729,7,AcceptOnce,first_admission,accepted,accepted,True,measured
components-20260723T020700Z,20260729,7,AcceptOnce,idempotent_retransmission,accepted,accepted,True,measured
components-20260723T020700Z,20260729,7,AcceptOnce,counter_conflict,rejected,rejected,True,measured
components-20260723T020700Z,20260729,7,Merkle proof,valid_merkle_proof,accepted,accepted,True,measured
components-20260723T020700Z,20260729,7,Merkle proof,modified_merkle_proof,rejected,rejected,True,measured
components-20260723T020700Z,20260729,7,Latest CAS,valid_cas,accepted,accepted,True,measured
components-20260723T020700Z,20260729,7,Latest CAS,stale_latest_pointer,rejected,rejected,True,measured
components-20260723T020700Z,20260729,7,Latest CAS,skipped_version,rejected,rejected,True,measured
components-20260723T020700Z,20260730,8,Signature,valid_signature,accepted,accepted,True,measured
components-20260723T020700Z,20260730,8,Signature,forged_signature,rejected,rejected,True,measured
components-20260723T020700Z,20260730,8,Signature,modified_signed_payload,rejected,rejected,True,measured
components-20260723T020700Z,20260730,8,AcceptOnce,first_admission,accepted,accepted,True,measured
components-20260723T020700Z,20260730,8,AcceptOnce,idempotent_retransmission,accepted,accepted,True,measured
components-20260723T020700Z,20260730,8,AcceptOnce,counter_conflict,rejected,rejected,True,measured
components-20260723T020700Z,20260730,8,Merkle proof,valid_merkle_proof,accepted,accepted,True,measured
components-20260723T020700Z,20260730,8,Merkle proof,modified_merkle_proof,rejected,rejected,True,measured
components-20260723T020700Z,20260730,8,Latest CAS,valid_cas,accepted,accepted,True,measured
components-20260723T020700Z,20260730,8,Latest CAS,stale_latest_pointer,rejected,rejected,True,measured
components-20260723T020700Z,20260730,8,Latest CAS,skipped_version,rejected,rejected,True,measured
components-20260723T020700Z,20260731,9,Signature,valid_signature,accepted,accepted,True,measured
components-20260723T020700Z,20260731,9,Signature,forged_signature,rejected,rejected,True,measured
components-20260723T020700Z,20260731,9,Signature,modified_signed_payload,rejected,rejected,True,measured
components-20260723T020700Z,20260731,9,AcceptOnce,first_admission,accepted,accepted,True,measured
components-20260723T020700Z,20260731,9,AcceptOnce,idempotent_retransmission,accepted,accepted,True,measured
components-20260723T020700Z,20260731,9,AcceptOnce,counter_conflict,rejected,rejected,True,measured
components-20260723T020700Z,20260731,9,Merkle proof,valid_merkle_proof,accepted,accepted,True,measured
components-20260723T020700Z,20260731,9,Merkle proof,modified_merkle_proof,rejected,rejected,True,measured
components-20260723T020700Z,20260731,9,Latest CAS,valid_cas,accepted,accepted,True,measured
components-20260723T020700Z,20260731,9,Latest CAS,stale_latest_pointer,rejected,rejected,True,measured
components-20260723T020700Z,20260731,9,Latest CAS,skipped_version,rejected,rejected,True,measured
components-20260723T020700Z,20260732,10,Signature,valid_signature,accepted,accepted,True,measured
components-20260723T020700Z,20260732,10,Signature,forged_signature,rejected,rejected,True,measured
components-20260723T020700Z,20260732,10,Signature,modified_signed_payload,rejected,rejected,True,measured
components-20260723T020700Z,20260732,10,AcceptOnce,first_admission,accepted,accepted,True,measured
components-20260723T020700Z,20260732,10,AcceptOnce,idempotent_retransmission,accepted,accepted,True,measured
components-20260723T020700Z,20260732,10,AcceptOnce,counter_conflict,rejected,rejected,True,measured
components-20260723T020700Z,20260732,10,Merkle proof,valid_merkle_proof,accepted,accepted,True,measured
components-20260723T020700Z,20260732,10,Merkle proof,modified_merkle_proof,rejected,rejected,True,measured
components-20260723T020700Z,20260732,10,Latest CAS,valid_cas,accepted,accepted,True,measured
components-20260723T020700Z,20260732,10,Latest CAS,stale_latest_pointer,rejected,rejected,True,measured
components-20260723T020700Z,20260732,10,Latest CAS,skipped_version,rejected,rejected,True,measured
components-20260723T020700Z,20260733,11,Signature,valid_signature,accepted,accepted,True,measured
components-20260723T020700Z,20260733,11,Signature,forged_signature,rejected,rejected,True,measured
components-20260723T020700Z,20260733,11,Signature,modified_signed_payload,rejected,rejected,True,measured
components-20260723T020700Z,20260733,11,AcceptOnce,first_admission,accepted,accepted,True,measured
components-20260723T020700Z,20260733,11,AcceptOnce,idempotent_retransmission,accepted,accepted,True,measured
components-20260723T020700Z,20260733,11,AcceptOnce,counter_conflict,rejected,rejected,True,measured
components-20260723T020700Z,20260733,11,Merkle proof,valid_merkle_proof,accepted,accepted,True,measured
components-20260723T020700Z,20260733,11,Merkle proof,modified_merkle_proof,rejected,rejected,True,measured
components-20260723T020700Z,20260733,11,Latest CAS,valid_cas,accepted,accepted,True,measured
components-20260723T020700Z,20260733,11,Latest CAS,stale_latest_pointer,rejected,rejected,True,measured
components-20260723T020700Z,20260733,11,Latest CAS,skipped_version,rejected,rejected,True,measured
components-20260723T020700Z,20260734,12,Signature,valid_signature,accepted,accepted,True,measured
components-20260723T020700Z,20260734,12,Signature,forged_signature,rejected,rejected,True,measured
components-20260723T020700Z,20260734,12,Signature,modified_signed_payload,rejected,rejected,True,measured
components-20260723T020700Z,20260734,12,AcceptOnce,first_admission,accepted,accepted,True,measured
components-20260723T020700Z,20260734,12,AcceptOnce,idempotent_retransmission,accepted,accepted,True,measured
components-20260723T020700Z,20260734,12,AcceptOnce,counter_conflict,rejected,rejected,True,measured
components-20260723T020700Z,20260734,12,Merkle proof,valid_merkle_proof,accepted,accepted,True,measured
components-20260723T020700Z,20260734,12,Merkle proof,modified_merkle_proof,rejected,rejected,True,measured
components-20260723T020700Z,20260734,12,Latest CAS,valid_cas,accepted,accepted,True,measured
components-20260723T020700Z,20260734,12,Latest CAS,stale_latest_pointer,rejected,rejected,True,measured
components-20260723T020700Z,20260734,12,Latest CAS,skipped_version,rejected,rejected,True,measured
components-20260723T020700Z,20260735,13,Signature,valid_signature,accepted,accepted,True,measured
components-20260723T020700Z,20260735,13,Signature,forged_signature,rejected,rejected,True,measured
components-20260723T020700Z,20260735,13,Signature,modified_signed_payload,rejected,rejected,True,measured
components-20260723T020700Z,20260735,13,AcceptOnce,first_admission,accepted,accepted,True,measured
components-20260723T020700Z,20260735,13,AcceptOnce,idempotent_retransmission,accepted,accepted,True,measured
components-20260723T020700Z,20260735,13,AcceptOnce,counter_conflict,rejected,rejected,True,measured
components-20260723T020700Z,20260735,13,Merkle proof,valid_merkle_proof,accepted,accepted,True,measured
components-20260723T020700Z,20260735,13,Merkle proof,modified_merkle_proof,rejected,rejected,True,measured
components-20260723T020700Z,20260735,13,Latest CAS,valid_cas,accepted,accepted,True,measured
components-20260723T020700Z,20260735,13,Latest CAS,stale_latest_pointer,rejected,rejected,True,measured
components-20260723T020700Z,20260735,13,Latest CAS,skipped_version,rejected,rejected,True,measured
components-20260723T020700Z,20260736,14,Signature,valid_signature,accepted,accepted,True,measured
components-20260723T020700Z,20260736,14,Signature,forged_signature,rejected,rejected,True,measured
components-20260723T020700Z,20260736,14,Signature,modified_signed_payload,rejected,rejected,True,measured
components-20260723T020700Z,20260736,14,AcceptOnce,first_admission,accepted,accepted,True,measured
components-20260723T020700Z,20260736,14,AcceptOnce,idempotent_retransmission,accepted,accepted,True,measured
components-20260723T020700Z,20260736,14,AcceptOnce,counter_conflict,rejected,rejected,True,measured
components-20260723T020700Z,20260736,14,Merkle proof,valid_merkle_proof,accepted,accepted,True,measured
components-20260723T020700Z,20260736,14,Merkle proof,modified_merkle_proof,rejected,rejected,True,measured
components-20260723T020700Z,20260736,14,Latest CAS,valid_cas,accepted,accepted,True,measured
components-20260723T020700Z,20260736,14,Latest CAS,stale_latest_pointer,rejected,rejected,True,measured
components-20260723T020700Z,20260736,14,Latest CAS,skipped_version,rejected,rejected,True,measured
components-20260723T020700Z,20260737,15,Signature,valid_signature,accepted,accepted,True,measured
components-20260723T020700Z,20260737,15,Signature,forged_signature,rejected,rejected,True,measured
components-20260723T020700Z,20260737,15,Signature,modified_signed_payload,rejected,rejected,True,measured
components-20260723T020700Z,20260737,15,AcceptOnce,first_admission,accepted,accepted,True,measured
components-20260723T020700Z,20260737,15,AcceptOnce,idempotent_retransmission,accepted,accepted,True,measured
components-20260723T020700Z,20260737,15,AcceptOnce,counter_conflict,rejected,rejected,True,measured
components-20260723T020700Z,20260737,15,Merkle proof,valid_merkle_proof,accepted,accepted,True,measured
components-20260723T020700Z,20260737,15,Merkle proof,modified_merkle_proof,rejected,rejected,True,measured
components-20260723T020700Z,20260737,15,Latest CAS,valid_cas,accepted,accepted,True,measured
components-20260723T020700Z,20260737,15,Latest CAS,stale_latest_pointer,rejected,rejected,True,measured
components-20260723T020700Z,20260737,15,Latest CAS,skipped_version,rejected,rejected,True,measured
components-20260723T020700Z,20260738,16,Signature,valid_signature,accepted,accepted,True,measured
components-20260723T020700Z,20260738,16,Signature,forged_signature,rejected,rejected,True,measured
components-20260723T020700Z,20260738,16,Signature,modified_signed_payload,rejected,rejected,True,measured
components-20260723T020700Z,20260738,16,AcceptOnce,first_admission,accepted,accepted,True,measured
components-20260723T020700Z,20260738,16,AcceptOnce,idempotent_retransmission,accepted,accepted,True,measured
components-20260723T020700Z,20260738,16,AcceptOnce,counter_conflict,rejected,rejected,True,measured
components-20260723T020700Z,20260738,16,Merkle proof,valid_merkle_proof,accepted,accepted,True,measured
components-20260723T020700Z,20260738,16,Merkle proof,modified_merkle_proof,rejected,rejected,True,measured
components-20260723T020700Z,20260738,16,Latest CAS,valid_cas,accepted,accepted,True,measured
components-20260723T020700Z,20260738,16,Latest CAS,stale_latest_pointer,rejected,rejected,True,measured
components-20260723T020700Z,20260738,16,Latest CAS,skipped_version,rejected,rejected,True,measured
components-20260723T020700Z,20260739,17,Signature,valid_signature,accepted,accepted,True,measured
components-20260723T020700Z,20260739,17,Signature,forged_signature,rejected,rejected,True,measured
components-20260723T020700Z,20260739,17,Signature,modified_signed_payload,rejected,rejected,True,measured
components-20260723T020700Z,20260739,17,AcceptOnce,first_admission,accepted,accepted,True,measured
components-20260723T020700Z,20260739,17,AcceptOnce,idempotent_retransmission,accepted,accepted,True,measured
components-20260723T020700Z,20260739,17,AcceptOnce,counter_conflict,rejected,rejected,True,measured
components-20260723T020700Z,20260739,17,Merkle proof,valid_merkle_proof,accepted,accepted,True,measured
components-20260723T020700Z,20260739,17,Merkle proof,modified_merkle_proof,rejected,rejected,True,measured
components-20260723T020700Z,20260739,17,Latest CAS,valid_cas,accepted,accepted,True,measured
components-20260723T020700Z,20260739,17,Latest CAS,stale_latest_pointer,rejected,rejected,True,measured
components-20260723T020700Z,20260739,17,Latest CAS,skipped_version,rejected,rejected,True,measured
components-20260723T020700Z,20260740,18,Signature,valid_signature,accepted,accepted,True,measured
components-20260723T020700Z,20260740,18,Signature,forged_signature,rejected,rejected,True,measured
components-20260723T020700Z,20260740,18,Signature,modified_signed_payload,rejected,rejected,True,measured
components-20260723T020700Z,20260740,18,AcceptOnce,first_admission,accepted,accepted,True,measured
components-20260723T020700Z,20260740,18,AcceptOnce,idempotent_retransmission,accepted,accepted,True,measured
components-20260723T020700Z,20260740,18,AcceptOnce,counter_conflict,rejected,rejected,True,measured
components-20260723T020700Z,20260740,18,Merkle proof,valid_merkle_proof,accepted,accepted,True,measured
components-20260723T020700Z,20260740,18,Merkle proof,modified_merkle_proof,rejected,rejected,True,measured
components-20260723T020700Z,20260740,18,Latest CAS,valid_cas,accepted,accepted,True,measured
components-20260723T020700Z,20260740,18,Latest CAS,stale_latest_pointer,rejected,rejected,True,measured
components-20260723T020700Z,20260740,18,Latest CAS,skipped_version,rejected,rejected,True,measured
components-20260723T020700Z,20260741,19,Signature,valid_signature,accepted,accepted,True,measured
components-20260723T020700Z,20260741,19,Signature,forged_signature,rejected,rejected,True,measured
components-20260723T020700Z,20260741,19,Signature,modified_signed_payload,rejected,rejected,True,measured
components-20260723T020700Z,20260741,19,AcceptOnce,first_admission,accepted,accepted,True,measured
components-20260723T020700Z,20260741,19,AcceptOnce,idempotent_retransmission,accepted,accepted,True,measured
components-20260723T020700Z,20260741,19,AcceptOnce,counter_conflict,rejected,rejected,True,measured
components-20260723T020700Z,20260741,19,Merkle proof,valid_merkle_proof,accepted,accepted,True,measured
components-20260723T020700Z,20260741,19,Merkle proof,modified_merkle_proof,rejected,rejected,True,measured
components-20260723T020700Z,20260741,19,Latest CAS,valid_cas,accepted,accepted,True,measured
components-20260723T020700Z,20260741,19,Latest CAS,stale_latest_pointer,rejected,rejected,True,measured
components-20260723T020700Z,20260741,19,Latest CAS,skipped_version,rejected,rejected,True,measured
components-20260723T020700Z,20260742,20,Signature,valid_signature,accepted,accepted,True,measured
components-20260723T020700Z,20260742,20,Signature,forged_signature,rejected,rejected,True,measured
components-20260723T020700Z,20260742,20,Signature,modified_signed_payload,rejected,rejected,True,measured
components-20260723T020700Z,20260742,20,AcceptOnce,first_admission,accepted,accepted,True,measured
components-20260723T020700Z,20260742,20,AcceptOnce,idempotent_retransmission,accepted,accepted,True,measured
components-20260723T020700Z,20260742,20,AcceptOnce,counter_conflict,rejected,rejected,True,measured
components-20260723T020700Z,20260742,20,Merkle proof,valid_merkle_proof,accepted,accepted,True,measured
components-20260723T020700Z,20260742,20,Merkle proof,modified_merkle_proof,rejected,rejected,True,measured
components-20260723T020700Z,20260742,20,Latest CAS,valid_cas,accepted,accepted,True,measured
components-20260723T020700Z,20260742,20,Latest CAS,stale_latest_pointer,rejected,rejected,True,measured
components-20260723T020700Z,20260742,20,Latest CAS,skipped_version,rejected,rejected,True,measured
components-20260723T020700Z,20260743,21,Signature,valid_signature,accepted,accepted,True,measured
components-20260723T020700Z,20260743,21,Signature,forged_signature,rejected,rejected,True,measured
components-20260723T020700Z,20260743,21,Signature,modified_signed_payload,rejected,rejected,True,measured
components-20260723T020700Z,20260743,21,AcceptOnce,first_admission,accepted,accepted,True,measured
components-20260723T020700Z,20260743,21,AcceptOnce,idempotent_retransmission,accepted,accepted,True,measured
components-20260723T020700Z,20260743,21,AcceptOnce,counter_conflict,rejected,rejected,True,measured
components-20260723T020700Z,20260743,21,Merkle proof,valid_merkle_proof,accepted,accepted,True,measured
components-20260723T020700Z,20260743,21,Merkle proof,modified_merkle_proof,rejected,rejected,True,measured
components-20260723T020700Z,20260743,21,Latest CAS,valid_cas,accepted,accepted,True,measured
components-20260723T020700Z,20260743,21,Latest CAS,stale_latest_pointer,rejected,rejected,True,measured
components-20260723T020700Z,20260743,21,Latest CAS,skipped_version,rejected,rejected,True,measured
components-20260723T020700Z,20260744,22,Signature,valid_signature,accepted,accepted,True,measured
components-20260723T020700Z,20260744,22,Signature,forged_signature,rejected,rejected,True,measured
components-20260723T020700Z,20260744,22,Signature,modified_signed_payload,rejected,rejected,True,measured
components-20260723T020700Z,20260744,22,AcceptOnce,first_admission,accepted,accepted,True,measured
components-20260723T020700Z,20260744,22,AcceptOnce,idempotent_retransmission,accepted,accepted,True,measured
components-20260723T020700Z,20260744,22,AcceptOnce,counter_conflict,rejected,rejected,True,measured
components-20260723T020700Z,20260744,22,Merkle proof,valid_merkle_proof,accepted,accepted,True,measured
components-20260723T020700Z,20260744,22,Merkle proof,modified_merkle_proof,rejected,rejected,True,measured
components-20260723T020700Z,20260744,22,Latest CAS,valid_cas,accepted,accepted,True,measured
components-20260723T020700Z,20260744,22,Latest CAS,stale_latest_pointer,rejected,rejected,True,measured
components-20260723T020700Z,20260744,22,Latest CAS,skipped_version,rejected,rejected,True,measured
components-20260723T020700Z,20260745,23,Signature,valid_signature,accepted,accepted,True,measured
components-20260723T020700Z,20260745,23,Signature,forged_signature,rejected,rejected,True,measured
components-20260723T020700Z,20260745,23,Signature,modified_signed_payload,rejected,rejected,True,measured
components-20260723T020700Z,20260745,23,AcceptOnce,first_admission,accepted,accepted,True,measured
components-20260723T020700Z,20260745,23,AcceptOnce,idempotent_retransmission,accepted,accepted,True,measured
components-20260723T020700Z,20260745,23,AcceptOnce,counter_conflict,rejected,rejected,True,measured
components-20260723T020700Z,20260745,23,Merkle proof,valid_merkle_proof,accepted,accepted,True,measured
components-20260723T020700Z,20260745,23,Merkle proof,modified_merkle_proof,rejected,rejected,True,measured
components-20260723T020700Z,20260745,23,Latest CAS,valid_cas,accepted,accepted,True,measured
components-20260723T020700Z,20260745,23,Latest CAS,stale_latest_pointer,rejected,rejected,True,measured
components-20260723T020700Z,20260745,23,Latest CAS,skipped_version,rejected,rejected,True,measured
components-20260723T020700Z,20260746,24,Signature,valid_signature,accepted,accepted,True,measured
components-20260723T020700Z,20260746,24,Signature,forged_signature,rejected,rejected,True,measured
components-20260723T020700Z,20260746,24,Signature,modified_signed_payload,rejected,rejected,True,measured
components-20260723T020700Z,20260746,24,AcceptOnce,first_admission,accepted,accepted,True,measured
components-20260723T020700Z,20260746,24,AcceptOnce,idempotent_retransmission,accepted,accepted,True,measured
components-20260723T020700Z,20260746,24,AcceptOnce,counter_conflict,rejected,rejected,True,measured
components-20260723T020700Z,20260746,24,Merkle proof,valid_merkle_proof,accepted,accepted,True,measured
components-20260723T020700Z,20260746,24,Merkle proof,modified_merkle_proof,rejected,rejected,True,measured
components-20260723T020700Z,20260746,24,Latest CAS,valid_cas,accepted,accepted,True,measured
components-20260723T020700Z,20260746,24,Latest CAS,stale_latest_pointer,rejected,rejected,True,measured
components-20260723T020700Z,20260746,24,Latest CAS,skipped_version,rejected,rejected,True,measured
components-20260723T020700Z,20260747,25,Signature,valid_signature,accepted,accepted,True,measured
components-20260723T020700Z,20260747,25,Signature,forged_signature,rejected,rejected,True,measured
components-20260723T020700Z,20260747,25,Signature,modified_signed_payload,rejected,rejected,True,measured
components-20260723T020700Z,20260747,25,AcceptOnce,first_admission,accepted,accepted,True,measured
components-20260723T020700Z,20260747,25,AcceptOnce,idempotent_retransmission,accepted,accepted,True,measured
components-20260723T020700Z,20260747,25,AcceptOnce,counter_conflict,rejected,rejected,True,measured
components-20260723T020700Z,20260747,25,Merkle proof,valid_merkle_proof,accepted,accepted,True,measured
components-20260723T020700Z,20260747,25,Merkle proof,modified_merkle_proof,rejected,rejected,True,measured
components-20260723T020700Z,20260747,25,Latest CAS,valid_cas,accepted,accepted,True,measured
components-20260723T020700Z,20260747,25,Latest CAS,stale_latest_pointer,rejected,rejected,True,measured
components-20260723T020700Z,20260747,25,Latest CAS,skipped_version,rejected,rejected,True,measured
components-20260723T020700Z,20260748,26,Signature,valid_signature,accepted,accepted,True,measured
components-20260723T020700Z,20260748,26,Signature,forged_signature,rejected,rejected,True,measured
components-20260723T020700Z,20260748,26,Signature,modified_signed_payload,rejected,rejected,True,measured
components-20260723T020700Z,20260748,26,AcceptOnce,first_admission,accepted,accepted,True,measured
components-20260723T020700Z,20260748,26,AcceptOnce,idempotent_retransmission,accepted,accepted,True,measured
components-20260723T020700Z,20260748,26,AcceptOnce,counter_conflict,rejected,rejected,True,measured
components-20260723T020700Z,20260748,26,Merkle proof,valid_merkle_proof,accepted,accepted,True,measured
components-20260723T020700Z,20260748,26,Merkle proof,modified_merkle_proof,rejected,rejected,True,measured
components-20260723T020700Z,20260748,26,Latest CAS,valid_cas,accepted,accepted,True,measured
components-20260723T020700Z,20260748,26,Latest CAS,stale_latest_pointer,rejected,rejected,True,measured
components-20260723T020700Z,20260748,26,Latest CAS,skipped_version,rejected,rejected,True,measured
components-20260723T020700Z,20260749,27,Signature,valid_signature,accepted,accepted,True,measured
components-20260723T020700Z,20260749,27,Signature,forged_signature,rejected,rejected,True,measured
components-20260723T020700Z,20260749,27,Signature,modified_signed_payload,rejected,rejected,True,measured
components-20260723T020700Z,20260749,27,AcceptOnce,first_admission,accepted,accepted,True,measured
components-20260723T020700Z,20260749,27,AcceptOnce,idempotent_retransmission,accepted,accepted,True,measured
components-20260723T020700Z,20260749,27,AcceptOnce,counter_conflict,rejected,rejected,True,measured
components-20260723T020700Z,20260749,27,Merkle proof,valid_merkle_proof,accepted,accepted,True,measured
components-20260723T020700Z,20260749,27,Merkle proof,modified_merkle_proof,rejected,rejected,True,measured
components-20260723T020700Z,20260749,27,Latest CAS,valid_cas,accepted,accepted,True,measured
components-20260723T020700Z,20260749,27,Latest CAS,stale_latest_pointer,rejected,rejected,True,measured
components-20260723T020700Z,20260749,27,Latest CAS,skipped_version,rejected,rejected,True,measured
components-20260723T020700Z,20260750,28,Signature,valid_signature,accepted,accepted,True,measured
components-20260723T020700Z,20260750,28,Signature,forged_signature,rejected,rejected,True,measured
components-20260723T020700Z,20260750,28,Signature,modified_signed_payload,rejected,rejected,True,measured
components-20260723T020700Z,20260750,28,AcceptOnce,first_admission,accepted,accepted,True,measured
components-20260723T020700Z,20260750,28,AcceptOnce,idempotent_retransmission,accepted,accepted,True,measured
components-20260723T020700Z,20260750,28,AcceptOnce,counter_conflict,rejected,rejected,True,measured
components-20260723T020700Z,20260750,28,Merkle proof,valid_merkle_proof,accepted,accepted,True,measured
components-20260723T020700Z,20260750,28,Merkle proof,modified_merkle_proof,rejected,rejected,True,measured
